ages Centile1 Centile2 Centile3 Centile4 Centile5 Centile6 Centile7 Centile8 Centile9 Centile10 Centile11 Centile12 Centile13 Centile14 Centile15 Centile16 Centile17 Centile18 Centile19 Centile20 Centile21 Centile22 Centile23 Centile24 Centile25 Centile26 Centile27 Centile28 Centile29 Centile30 Centile31 Centile32 Centile33 Centile34 Centile35 Centile36 Centile37 Centile38 Centile39 Centile40 Centile41 Centile42 Centile43 Centile44 Centile45 Centile46 Centile47 Centile48 Centile49 Centile50 Centile51 Centile52 Centile53 Centile54 Centile55 Centile56 Centile57 Centile58 Centile59 Centile60 Centile61 Centile62 Centile63 Centile64 Centile65 Centile66 Centile67 Centile68 Centile69 Centile70 Centile71 Centile72 Centile73 Centile74 Centile75 Centile76 Centile77 Centile78 Centile79 Centile80 Centile81 Centile82 Centile83 Centile84 Centile85 Centile86 Centile87 Centile88 Centile89 Centile90 Centile91 Centile92 Centile93 Centile94 Centile95 Centile96 Centile97 Centile98 Centile99
58 58.46576012509433 58.418711798168864 58.37886664975241 58.338315819941116 58.32006711152513 58.30709601354965 58.28378711594941 58.26977265848912 58.26068810688501 58.26009691929439 58.250795155700445 58.23040125394452 58.23123972986315 58.224056083331455 58.20823815126745 58.19676929245814 58.19568761948419 58.20081047727749 58.208887888198944 58.195892117722764 58.17977650855175 58.17419470568856 58.1749332491279 58.172171837669964 58.16154923127986 58.16138454392605 58.1437568970385 58.13708167429459 58.13352465524651 58.12293146782475 58.12999460953688 58.12385775997716 58.131546400782085 58.132545070578246 58.11005403165642 58.09269475459992 58.08472287966926 58.08828864217696 58.07570691635 58.07898523054482 58.07670745713247 58.070360287058925 58.0801569038435 58.069893323775815 58.04660200271486 58.05081067587209 58.057575394995915 58.039237382625856 58.03992927366123 58.03252825714782 58.01857228131969 58.023332256497255 58.02059062580589 58.01945243342129 58.01828277919516 58.00613189590705 57.997051434814246 57.99878203857858 57.99186647119118 57.97573961412532 57.98765500196094 57.999402748252706 57.98461004282655 57.98106290185064 57.98633545639718 57.98574171753515 57.98702970814113 57.98055149306907 57.963064715792484 57.95719903997657 57.95972926447179 57.96898231327447 57.975287610305095 57.97624796958255 57.97247887142286 57.95545655444297 57.95547609100541 57.958238843155755 57.94014237663245 57.933842956294086 57.92787549240923 57.913322624044426 57.91286512458757 57.91491141781335 57.90882401444742 57.90481675660073 57.90500171010196 57.902931580856674 57.90588750371418 57.888493277384896 57.871404682064146 57.869580198659534 57.86778747259995 57.8669031223828 57.86343922462766 57.85008611967058 57.84259875394715 57.827087264437544 57.792472732892435
59 59.52398014073112 59.471050772939975 59.42622498097147 59.38060529743375 59.36007550046577 59.34548301524336 59.31926050544309 59.30349424080026 59.29327412024564 59.29260903420619 59.282144550163004 59.25920141068759 59.26014469609604 59.252063093747886 59.23426792017589 59.22136545401541 59.22014857191971 59.225911786937175 59.23499887422381 59.220378632438106 59.20224857212071 59.19596904389963 59.19679990526889 59.19369331737872 59.181742885189834 59.18155761191681 59.16172650916831 59.15421688358142 59.150215237152324 59.13829790130284 59.14624393572899 59.13933997997431 59.14798970087985 59.14911320440053 59.123810785613465 59.10428159892491 59.09531323962791 59.09932472244908 59.08517028089375 59.08885838436292 59.08629588927403 59.07915532294129 59.09017651682394 59.07862998924779 59.052427253054226 59.0571620103561 59.064772319370405 59.04414205545409 59.044920432868885 59.036594289291294 59.02089381648465 59.026248788559414 59.02316445403162 59.021883987598954 59.020568126594554 59.006898382895436 58.99668286416603 58.9986297934009 58.99084978009008 58.97270706589098 58.986111877206056 58.99932809178429 58.98268629817987 58.97869576458197 58.984627388446825 58.983959432227046 58.985408421658775 58.978120429702706 58.958447805266545 58.95184891997364 58.95469542253076 58.96510510243378 58.97219856159323 58.97327896578037 58.96903873035071 58.949888623748336 58.94991060238108 58.953018698550224 58.93266017371151 58.92557332583084 58.91885992896039 58.90248795204998 58.90197326516102 58.90427534504002 58.897427016253346 58.89291885117582 58.89312692386471 58.890798028463756 58.89412344167846 58.87455493705801 58.85533026732216 58.85327772349198 58.851260906674945 58.85026601268065 58.84636912770612 58.831346884629404 58.82292359819054 58.80547317249224 58.766531824503986
60 60.58220015636791 60.523389747711086 60.47358331219052 60.42289477492639 60.4000838894064 60.38387001693707 60.354733894936764 60.3372158231114 60.32586013360627 60.32512114911799 60.31349394462556 60.288001567430655 60.289049662328935 60.28007010416432 60.26029768908432 60.245961615572675 60.24460952435523 60.251013096596864 60.26110986024868 60.24486514715345 60.22472063568968 60.217743382110704 60.218666561409876 60.21521479708746 60.20193653909982 60.20173067990756 60.17969612129812 60.17135209286825 60.166905819058144 60.15366433478094 60.1624932619211 60.154822199971456 60.16443300097761 60.16568133822281 60.13756753957052 60.1158684432499 60.10590359958657 60.1103608027212 60.0946336454375 60.09873153818103 60.09588432141559 60.08795035882366 60.100196129804374 60.087366654719766 60.05825250339358 60.06351334484012 60.071969243744896 60.04904672828232 60.04991159207654 60.04066032143477 60.02321535164961 60.029165320621566 60.025738282257365 60.024315541776616 60.02285347399395 60.00766486988382 59.99631429351781 59.99847754822323 59.98983308898897 59.96967451765664 59.984568752451175 59.99925343531588 59.9807625535332 59.9763286273133 59.98291932049647 59.98217714691894 59.983787135176414 59.97568936633634 59.953830894740605 59.94649879997072 59.94966158058973 59.9612278915931 59.96910951288137 59.970309961978195 59.96559858927857 59.94432069305371 59.94434511375676 59.947798553944686 59.925177970790564 59.91730369536761 59.90984436551154 59.89165328005553 59.89108140573447 59.89363927226669 59.88603001805927 59.88102094575091 59.881252137627456 59.87866447607084 59.88235937964273 59.86061659673112 59.83925585258018 59.83697524832442 59.83473434074993 59.833628902978504 59.82929903078458 59.81260764958823 59.80324844243394 59.78385908054693 59.740590916115536
61 61.6404201720047 61.57572872248219 61.52094164340957 61.46518425241903 61.440092278347045 61.42225701863077 61.390207284430446 61.37093740542254 61.35844614696689 61.357633264029786 61.344843339088115 61.316801724173715 61.31795462856183 61.308077114580755 61.286327457992755 61.270557777129945 61.26907047679076 61.27611440625655 61.28722084627355 61.2693516618688 61.24719269925865 61.23951772032177 61.24053321755086 61.23673627679621 61.222130193009804 61.221903747898324 61.19766573342793 61.18848730215507 61.18359640096396 61.169030768259034 61.17874258811321 61.1703044199686 61.18087630107537 61.182249472045086 61.151324293527566 61.12745528757489 61.116493959545224 61.121396882993324 61.104097009981245 61.108604691999126 61.105472753557144 61.096745394706026 61.11021574278481 61.096103320191745 61.064077753732946 61.06986467932413 61.079166168119386 61.05395140111055 61.054902751284196 61.04472635357824 61.02553688681458 61.032081852683724 61.0283121104831 61.02674709595428 61.02513882139334 61.0084313568722 60.99594572286959 60.99832530304555 60.988816397887874 60.966641969422305 60.98302562769629 60.999178778847465 60.978838808886515 60.97396149004463 60.98121125254612 60.98039486161083 60.98216584869405 60.973258302969974 60.949213984214666 60.94114867996779 60.94462773864871 60.957350680752405 60.9660204641695 60.96734095817601 60.962158448206424 60.93875276235908 60.93877962513243 60.942578409339156 60.917695767869624 60.90903406490436 60.90082880206269 60.880818608061084 60.88018954630791 60.88300319949336 60.8746330198652 60.869123040326 60.8693773513902 60.86653092367793 60.870595317607 60.84667825640423 60.8231814378382 60.82067277315686 60.81820777482493 60.81699179327635 60.81222893386304 60.79386841454705 60.78357328667733 60.76224498860162 60.714650007727094
62 62.698640187641494 62.6280676972533 62.56829997462862 62.507473729911666 62.48010066728769 62.46064402032448 62.42568067392412 62.40465898773368 62.39103216032752 62.39014537894158 62.376192733550674 62.34560188091678 62.34685959479472 62.336084124997186 62.312357226901185 62.295153938687214 62.29353142922628 62.30121571591624 62.31333183229842 62.29383817658414 62.26966476282762 62.261292058532845 62.262399873691855 62.25825775650495 62.24232384691978 62.24207681588908 62.21563534555774 62.205622511441895 62.20028698286977 62.18439720173713 62.19499191430532 62.18578663996575 62.197319601173135 62.19881760586737 62.16508104748462 62.139042131899885 62.12708431950388 62.132432963265444 62.113560374524994 62.11847784581723 62.11506118569871 62.10554043058839 62.120235355765246 62.104839985663716 62.0699030040723 62.076216013808136 62.086363092493876 62.058856073938784 62.05989391049185 62.048792385721725 62.02785842197953 62.034998384745876 62.030885938708835 62.02917865013194 62.027424168792734 62.009197843860576 61.99557715222137 61.998173057867874 61.987799706786774 61.96360942118797 61.981482502941404 61.99910412237905 61.97691506423983 61.971594352775966 61.979503184595764 61.97861257630273 61.9805445622117 61.97082723960361 61.944597073688726 61.93579855996486 61.939593896707684 61.953473469911714 61.96293141545764 61.96437195437383 61.95871830713428 61.933184831664455 61.93321413650811 61.937358264733625 61.91021356494868 61.90076443444112 61.89181323861385 61.86998393606664 61.86929768688135 61.87236712672002 61.86323602167113 61.85722513490109 61.85750256515295 61.854397371285 61.858831255571275 61.832739916077344 61.807107023096215 61.8043702979893 61.80168120889992 61.8003546835742 61.795158836941496 61.77512917950587 61.76389813092073 61.74063089665632 61.688709099338645
63 63.75686020327828 63.68040667202441 63.615658305847674 63.54976320740431 63.52010905622833 63.49903102201819 63.461154063417794 63.43838057004482 63.42361817368815 63.422657493853386 63.40754212801323 63.37440203765985 63.375764561027616 63.36409113541362 63.338386995809614 63.31975010024448 63.3179923816618 63.326317025575925 63.339442818323285 63.31832469129949 63.292136826396586 63.28306639674391 63.28426652983284 63.2797792362137 63.262517500829766 63.26224988387983 63.23360495768756 63.22275772072872 63.21697756477558 63.19976363521522 63.21124124049743 63.201268859962894 63.2137629012709 63.21538573968965 63.178837801441674 63.15062897622487 63.137674679462535 63.143469043537564 63.12302373906874 63.12835099963533 63.12464961784026 63.114335466470756 63.13025496874569 63.113576651135695 63.07572825441166 63.082567348292145 63.093560016868366 63.06376074676702 63.0648850696995 63.052858417865195 63.0301799571445 63.037914916808035 63.03345976693457 63.0316102043096 63.02970951619213 63.00996433084896 62.99520858157315 62.99802081269019 62.98678301568567 62.96057687295364 62.97993937818652 62.99902946591064 62.97499131959315 62.96922721550729 62.97779511664541 62.97683029099463 62.97892327572934 62.96839617623724 62.93998016316279 62.930448439961935 62.934560054766656 62.94959625907102 62.959842366745775 62.96140295057165 62.95527816606214 62.927616900969824 62.927648647883785 62.932138120128094 62.90273136202774 62.89249480397788 62.882797675165 62.85914926407219 62.8584058274548 62.8617310539467 62.851839023477055 62.84532722947618 62.8456277789157 62.84226381889209 62.84706719353555 62.818801575750456 62.791032608354236 62.788067822821745 62.785154642974916 62.78371757387205 62.77808874001995 62.75638994446469 62.74422297516412 62.71901680471101 62.6627681909502
64 64.81508021891507 64.73274564679552 64.66301663706673 64.59205268489694 64.56011744516897 64.5374180237119 64.49662745291147 64.47210215235596 64.45620418704877 64.45516960876519 64.43889152247579 64.40320219440292 64.40466952726051 64.39209814583005 64.36441676471804 64.34434626180175 64.34245333409733 64.3514183352356 64.36555380434815 64.34281120601483 64.31460888996556 64.30484073495498 64.30613318597383 64.30130071592245 64.28271115473974 64.28242295187059 64.25157456981736 64.23989293001554 64.2336681466814 64.21513006869331 64.22749056668954 64.21675107996003 64.23020620136866 64.23195387351193 64.19259455539873 64.16221582054986 64.14826503942119 64.15450512380968 64.13248710361249 64.13822415345344 64.13423804998182 64.12313050235312 64.14027458172612 64.12231331660767 64.08155350475101 64.08891868277615 64.10075694124285 64.06866541959525 64.06987622890716 64.05692445000868 64.03250149230945 64.0408314488702 64.0360335951603 64.03404175848726 64.03199486359152 64.01073081783734 63.99484001092493 63.99786856751252 63.98576632458457 63.9575443247193 63.97839625343164 63.99895480944223 63.97306757494647 63.966860078238625 63.97608704869506 63.97504800568652 63.97730198924698 63.965965112870876 63.93536325263685 63.925098319959005 63.92952621282563 63.94571904823033 63.95675331803391 63.95843394676947 63.951838024989996 63.9220489702752 63.922083159259465 63.926917975522564 63.89524915910679 63.88422517351464 63.87378211171615 63.84831459207774 63.84751396802825 63.85109498117336 63.84044202528298 63.833429324051274 63.83375299267844 63.830130266499175 63.83530313149982 63.80486323542357 63.77495819361225 63.77176534765419 63.76862807704991 63.7670804641699 63.76101864309841 63.73765070942352 63.72454781940752 63.69740271276571 63.636827282561754
65 65.87330023455186 65.78508462156663 65.71037496828578 65.63434216238959 65.6001258341096 65.5758050254056 65.53210084240516 65.5058237346671 65.4887902004094 65.48768172367699 65.47024091693834 65.43200235114598 65.4335744934934 65.42010515624648 65.39044653362647 65.36894242335902 65.36691428653285 65.3765196448953 65.39166479037303 65.36729772073018 65.33708095353452 65.32661507316605 65.32799984211482 65.32282219563119 65.30290480864973 65.30259601986134 65.26954418194718 65.25702813930236 65.25035872858722 65.2304965021714 65.24373989288165 65.23223329995719 65.24664950146642 65.24852200733422 65.20635130935578 65.17380266487486 65.15885539937986 65.1655412040818 65.14195046815624 65.14809730727154 65.14382648212339 65.13192553823549 65.15029419470656 65.13104998207965 65.08737875509037 65.09527001726018 65.10795386561735 65.07357009242348 65.07486738811481 65.06099048215215 65.03482302747442 65.04374798093235 65.03860742338604 65.03647331266492 65.03428021099091 65.01149730482572 64.99447144027671 64.99771632233484 64.98474963348346 64.95451177648496 64.97685312867677 64.99888015297381 64.9711438302998 64.96449294096995 64.9743789807447 64.97326572037841 64.97568070276462 64.96353404950452 64.93074634211091 64.91974819995608 64.92449237088461 64.94184183738965 64.95366426932205 64.9554649429673 64.94839788391785 64.91648103958056 64.91651767063514 64.92169783091703 64.88776695618584 64.8759555430514 64.86476654826731 64.8374799200833 64.83662210860169 64.84045890840004 64.82904502708891 64.82153141862636 64.82187820644118 64.81799671410626 64.82353906946409 64.79092489509668 64.75888377887027 64.75546287248663 64.7521015111249 64.75044335446775 64.74394854617687 64.71891147438234 64.7048726636509 64.6757886208204 64.6108863741733
66 66.93152025018865 66.83742359633773 66.75773329950482 66.67663163988223 66.64013422305025 66.6141920270993 66.56757423189882 66.53954531697823 66.52137621377003 66.52019383858878 66.50159031140089 66.46080250788904 66.4624794597263 66.44811216666291 66.4164763025349 66.39353858491629 66.39137523896838 66.40162095455499 66.41777577639789 66.39178423544553 66.3595530171035 66.34838941137713 66.3498664982558 66.34434367533993 66.32309846255971 66.3227690878521 66.287513794077 66.27416334858918 66.26704931049302 66.2458629356495 66.25998921907376 66.24771551995433 66.26309280156417 66.26509014115649 66.22010806331284 66.18538950919984 66.16944575933852 66.17657728435393 66.1514138327 66.15797046108965 66.15341491426494 66.14072057411785 66.160313807687 66.13978664755163 66.09320400542973 66.10162135174419 66.11515078999183 66.07847476525171 66.07985854732246 66.06505651429563 66.03714456263938 66.04666451299451 66.04118125161177 66.03890486684259 66.03656555839032 66.0122637918141 65.99410286962849 65.99756407715716 65.98373294238236 65.95147922825063 65.97531000392188 65.99880549650541 65.9692200856531 65.96212580370128 65.97267091279436 65.9714834350703 65.97405941628226 65.96110298613814 65.92612943158497 65.91439807995314 65.91945852894358 65.93796462654895 65.95057522061019 65.9524959391651 65.94495774284572 65.91091310888594 65.91095218201082 65.91647768631151 65.8802847532649 65.86768591258817 65.85575098481846 65.82664524808885 65.82573024917514 65.8298228356267 65.81764802889484 65.80963351320146 65.81000342020393 65.80586316171335 65.81177500742837 65.77698655476979 65.74280936412829 65.73916039731907 65.7355749451999 65.7338062447656 65.72687844925532 65.70017223934116 65.6851975078943 65.65417452887509 65.58494546578487
67 67.98974026582545 67.88976257110885 67.80509163072388 67.71892111737486 67.68014261199089 67.65257902879301 67.6030476213925 67.57326689928938 67.55396222713065 67.55270595350058 67.53293970586346 67.48960266463212 67.49138442595918 67.47611917707934 67.44250607144335 67.41813474647356 67.4158361914039 67.42672226421467 67.44388676242275 67.41627075016086 67.38202508067246 67.37016374958819 67.3717331543968 67.36586515504868 67.34329211646968 67.34294215584286 67.3054834062068 67.29129855787602 67.28373989239884 67.26122936912759 67.27623854526587 67.26319773995147 67.27953610166193 67.28165827497878 67.23386481726988 67.19697635352483 67.18003611929717 67.18761336462605 67.16087719724374 67.16784361490775 67.1630033464065 67.14951561000022 67.17033342066743 67.1485233130236 67.0990292557691 67.1079726862282 67.12234771436633 67.08337943807994 67.08484970653012 67.0691225464391 67.03946609780434 67.04958104505667 67.04375507983751 67.04133642102025 67.0388509057897 67.01303027880249 66.99373429898029 66.99741183197949 66.98271625128126 66.94844668001629 66.97376687916699 66.99873084003698 66.96729634100643 66.9597586664326 66.970962844844 66.9697011497622 66.97243812979991 66.95867192277179 66.92151252105903 66.90904795995021 66.91442468700255 66.93408741570826 66.94748617189832 66.94952693536293 66.94151760177357 66.90534517819131 66.90538669338649 66.91125754170596 66.87280255034396 66.85941628212493 66.84673542136962 66.8158105760944 66.81483838974859 66.81918676285338 66.80625103070076 66.79773560777654 66.79812863396668 66.79372960932042 66.80001094539264 66.7630482144429 66.7267349493863 66.72285792215152 66.7190483792749 66.71716913506344 66.70980835233378 66.68143300429998 66.6655223521377 66.63256043692978 66.55900455739642
68 69.04796028146224 68.94210154587995 68.85244996194294 68.7612105948675 68.72015100093154 68.69096603048672 68.63852101088618 68.60698848160052 68.58654824049128 68.58521806841237 68.56428910032601 68.51840282137518 68.52028939219208 68.50412618749577 68.46853584035178 68.44273090803082 68.44029714383942 68.45182357387435 68.46999774844762 68.44075726487621 68.40449714424142 68.39193808779926 68.39359981053778 68.38738663475743 68.36348577037967 68.36311522383362 68.32345301833662 68.30843376716284 68.30043047430465 68.27659580260568 68.29248787145798 68.27867995994862 68.2959794017597 68.29822640880106 68.24762157122693 68.20856319784983 68.19062647925583 68.19864944489817 68.1703405617875 68.17771676872584 68.17259177854805 68.15831064588258 68.18035303364788 68.15725997849557 68.10485450610845 68.1143240207122 68.12954463874081 68.08828411090818 68.08984086573777 68.07318857858259 68.0417876329693 68.05249757711883 68.04632890806324 68.04376797519791 68.04113625318911 68.01379676579087 67.99336572833207 67.9972595868018 67.98169956018016 67.94541413178196 67.97222375441211 67.99865618356858 67.96537259635974 67.95739152916394 67.96925477689365 67.96791886445409 67.97081684331755 67.95624085940541 67.91689561053309 67.90369783994728 67.90939084506152 67.93021020486756 67.94439712318646 67.94655793156075 67.93807746070142 67.89977724749667 67.89982120476216 67.90603739710045 67.86532034742302 67.85114665166168 67.83771985792077 67.80497590409996 67.80394653032204 67.80855069008004 67.79485403250669 67.78583770235164 67.78625384772943 67.78159605692751 67.78824688335692 67.74910987411602 67.71066053464432 67.70655544698396 67.70252181334989 67.7005320253613 67.69273825541224 67.66269376925881 67.64584719638108 67.61094634498448 67.53306364900797
69 70.10618029709903 69.99444052065105 69.89980829316198 69.80350007236014 69.76015938987217 69.72935303218043 69.67399440037985 69.64071006391165 69.61913425385191 69.61773018332417 69.59563849478857 69.54720297811824 69.54919435842498 69.5321331979122 69.4945656092602 69.4673270695881 69.46475809627495 69.47692488353405 69.4961087344725 69.46524377959156 69.4269692078104 69.41371242601033 69.41546646667877 69.40890811446617 69.38367942428965 69.38328829182437 69.34142263046644 69.32556897644966 69.31712105621047 69.29196223608378 69.30873719765009 69.29416217994577 69.31242270185746 69.31479454262333 69.26137832518398 69.22015004217482 69.20121683921448 69.20968552517029 69.17980392633125 69.18758992254395 69.18218021068961 69.16710568176495 69.1903726466283 69.16599664396756 69.11067975644781 69.12067535519621 69.13674156311531 69.09318878373641 69.09483202494542 69.07725461072606 69.04410916813427 69.05541410918097 69.048902736289 69.04619952937557 69.0434216005885 69.01456325277925 68.99299715768385 68.99710734162413 68.98068286907906 68.94238158354761 68.97068062965722 68.99858152710017 68.96344885171307 68.95502439189528 68.96754670894329 68.966136579146 68.96919555683519 68.95380979603905 68.91227870000715 68.89834771994437 68.9043570031205 68.92633299402688 68.94130807447459 68.94358892775857 68.93463731962927 68.89420931680205 68.89425571613785 68.9008172524949 68.85783814450207 68.84287702119845 68.82870429447192 68.7941412321055 68.79305467089549 68.7979146173067 68.78345703431262 68.77393979692673 68.77437906149217 68.7694625045346 68.77648282132118 68.73517153378913 68.69458611990234 68.69025297181639 68.68599524742487 68.68389491565915 68.67566815849071 68.64395453421763 68.62617204062448 68.58933225303917 68.50712274061952
70 71.16440031273582 71.04677949542217 70.94716662438104 70.84578954985278 70.8001677788128 70.76774003387413 70.70946778987353 70.6744316462228 70.65172026721254 70.65024229823598 70.62698788925113 70.57600313486131 70.57809932465787 70.56014020832863 70.52059537816864 70.49192323114535 70.48921904871047 70.50202619319373 70.52221972049736 70.4897302943069 70.44944127137936 70.43548676422141 70.43733312281975 70.43042959417492 70.40387307819964 70.40346135981513 70.35939224259624 70.3427041857365 70.33381163811629 70.30732866956188 70.3249865238422 70.30964439994291 70.32886600195522 70.33136267644562 70.27513507914104 70.2317368864998 70.21180719917314 70.2207216054424 70.189267290875 70.19746307636206 70.19176864283118 70.17590071764732 70.20039225960875 70.17473330943953 70.11650500678716 70.12702668968024 70.14393848748979 70.09809345656464 70.09982318415308 70.08132064286954 70.04643070329922 70.05833064124313 70.05147656451473 70.04863108355323 70.0457069479879 70.01532973976764 69.99262858703563 69.99695509644646 69.97966617797795 69.93934903531328 69.96913750490235 69.99850687063176 69.9615251070664 69.9526572546266 69.96583864099294 69.96435429383789 69.96757427035283 69.95137873267268 69.90766178948121 69.89299759994144 69.89932316117947 69.9224557831862 69.93821902576273 69.94061992395639 69.93119717855714 69.88864138610742 69.88869022751352 69.89559710788937 69.85035594158113 69.83460739073521 69.81968873102308 69.78330656011106 69.78216281146894 69.78727854453338 69.77206003611855 69.76204189150182 69.76250427525491 69.75732895214168 69.76471875928546 69.72123319346224 69.67851170516036 69.67395049664884 69.66946868149986 69.66725780595701 69.65859806156917 69.62521529917646 69.60649688486788 69.56771816109386 69.48118183223107
71 72.22262032837261 72.09911847019328 71.99452495560008 71.88807902734541 71.84017616775346 71.80612703556784 71.7449411793672 71.70815322853394 71.68430628057315 71.68275441314778 71.65833728371368 71.60480329160437 71.60700429089076 71.58814721874506 71.54662514707707 71.51651939270262 71.51368000114599 71.52712750285342 71.54833070652222 71.51421680902224 71.47191333494833 71.45726110243248 71.45919977896074 71.45195107388366 71.42406673210962 71.4236344278059 71.37736185472606 71.35983939502331 71.3505022200221 71.32269510303996 71.34123585003431 71.32512661994005 71.34530930205298 71.3479308102679 71.28889183309809 71.2433237308248 71.22239755913179 71.23175768571453 71.19873065541874 71.20733623018015 71.20135707497273 71.18469575352968 71.21041187258919 71.1834699749115 71.12233025712652 71.13337802416424 71.15113541186429 71.10299812939287 71.10481434336073 71.08538667501301 71.04875223846419 71.06124717330529 71.05405039274046 71.0510626377309 71.04799229538729 71.01609622675602 70.9922600163874 70.99680285126877 70.97864948687685 70.93631648707895 70.96759438014746 70.99843221416334 70.9596013624197 70.95029011735794 70.96413057304258 70.96257200852978 70.96595298387047 70.94894766930632 70.90304487895527 70.88764747993851 70.89428931923845 70.9185785723455 70.93512997705086 70.9376509201542 70.927757037485 70.88307345541278 70.8831247388892 70.89037696328384 70.84287373866019 70.82633776027197 70.81067316757424 70.77247188811661 70.77127095204237 70.77664247176004 70.76066303792447 70.75014398607692 70.75062948901765 70.74519539974877 70.75295469724973 70.70729485313535 70.66243729041838 70.65764802148128 70.65294211557486 70.65062069625485 70.64152796464762 70.60647606413528 70.58682172911128 70.54610406914856 70.45524092384264
72 73.2808403440094 73.15145744496438 73.04188328681914 72.93036850483806 72.88018455669409 72.84451403726155 72.78041456886089 72.74187481084508 72.71689229393378 72.71526652805957 72.68968667817623 72.63360344834743 72.63590925712366 72.61615422916151 72.57265491598551 72.54111555425989 72.53814095358152 72.5522288125131 72.5744416925471 72.5387033237376 72.4943853985173 72.47903544064354 72.48106643510172 72.47347255359242 72.44426038601961 72.44380749579665 72.39533146685586 72.37697460431013 72.36719280192791 72.33806153651807 72.35748517622642 72.3406088399372 72.36175260215074 72.36449894409017 72.30264858705513 72.25491057514978 72.23298791909045 72.24279376598665 72.20819401996249 72.21720938399825 72.21094550711429 72.19349078941205 72.22043148556962 72.19220664038349 72.12815550746589 72.13972935864825 72.15833233623877 72.1079028022211 72.10980550256839 72.08945270715648 72.05107377362916 72.06416370536745 72.0566242209662 72.05349419190856 72.05027764278668 72.0168627137444 71.99189144573918 71.9966506060911 71.97763279577575 71.93328393884461 71.96605125539259 71.99835755769493 71.95767761777303 71.94792298008926 71.96242250509223 71.96078972322167 71.9643316973881 71.94651660593995 71.89842796842933 71.88229735993558 71.88925547729743 71.91470136150481 71.932040928339 71.93468191635202 71.92431689641285 71.87750552471816 71.87755925026487 71.88515681867831 71.83539153573925 71.81806812980872 71.80165760412538 71.76163721612217 71.76037909261582 71.76600639898672 71.7492660397304 71.738246080652 71.7387547027804 71.73306184735586 71.741190635214 71.69335651280846 71.6463628756764 71.64134554631372 71.63641554964985 71.6339835865527 71.62445786772608 71.5877368290941 71.56714657335466 71.52448997720325 71.42930001545419
73 74.3390603596462 74.2037964197355 74.08924161803819 73.9726579823307 73.92019294563474 73.88290103895525 73.81588795835457 73.77559639315622 73.74947830729441 73.74777864297137 73.72103607263878 73.6624036050905 73.66481422335656 73.64416123957793 73.59868468489393 73.56571171581716 73.56260190601704 73.57733012217278 73.60055267857197 73.56318983845293 73.51685746208626 73.50080977885462 73.50293309124271 73.49499403330115 73.46445403992959 73.4639805637874 73.41330107898568 73.39410981359697 73.38388338383373 73.35342796999616 73.37373450241853 73.35609105993434 73.3781959022485 73.38106707791246 73.31640534101219 73.26649741947477 73.2435782790491 73.25382984625877 73.21765738450624 73.22708253781636 73.22053393925586 73.20228582529441 73.23045109855006 73.20094330585546 73.13398075780525 73.14608069313226 73.16552926061325 73.11280747504934 73.11479666177604 73.09351873929997 73.05339530879411 73.06708023742961 73.05919804919193 73.05592574608622 73.05256299018608 73.01762920073278 72.99152287509096 72.99649836091342 72.97661610467465 72.93025139061028 72.9645081306377 72.99828290122652 72.95575387312634 72.9455558428206 72.96071443714189 72.95900743791356 72.96271041090576 72.94408554257359 72.89381105790339 72.87694723993265 72.8842216353564 72.91082415066411 72.92895187962714 72.93171291254984 72.92087675534071 72.87193759402354 72.87199376164054 72.87993667407278 72.82790933281831 72.80979849934549 72.79264204067654 72.75080254412772 72.74948723318927 72.75537032621338 72.73786904153633 72.72634817522709 72.72687991654315 72.72092829496293 72.72942657317827 72.67941817248158 72.63028846093441 72.62504307114617 72.61988898372485 72.61734647685054 72.60738777080454 72.56899759405292 72.54747141759806 72.50287588525794 72.40335910706574
74 75.39728037528299 75.2561353945066 75.13659994925725 75.01494745982333 74.96020133457537 74.92128804064896 74.85136134784824 74.80931797546737 74.78206432065504 74.78029075788317 74.75238546710135 74.69120376183356 74.69371918958944 74.67216824999437 74.62471445380237 74.59030787737443 74.58706285845255 74.60243143183249 74.62666366459683 74.58767635316828 74.53932952565523 74.52258411706569 74.52479974738371 74.5165155130099 74.48464769383956 74.48415363177816 74.43127069111549 74.41124502288379 74.40057396573954 74.36879440347425 74.38998382861064 74.3715732799315 74.39463920234627 74.39763521173474 74.33016209496924 74.27808426379977 74.25416863900776 74.26486592653089 74.22712074904999 74.23695569163446 74.23012237139741 74.21108086117678 74.24047071153049 74.20967997132743 74.1398060081446 74.15243202761627 74.17272618498775 74.11771214787757 74.1197878209837 74.09758477144345 74.05571684395906 74.06999676949175 74.06177187741767 74.05835730026388 74.05484833758547 74.01839568772115 73.99115430444274 73.99634611573575 73.97559941357355 73.92721884237594 73.96296500588281 73.9982082447581 73.95383012847967 73.94318870555193 73.95900636919153 73.95722515260546 73.9610891244234 73.94165447920722 73.88919414737745 73.87159711992972 73.87918779341537 73.90694693982343 73.92586283091528 73.92874390874766 73.91743661426857 73.86636966332891 73.86642827301623 73.87471652946725 73.82042712989735 73.80152886888224 73.7836264772277 73.73996787213328 73.7385953737627 73.74473425344004 73.72647204334226 73.71445026980219 73.7150051303059 73.70879474257 73.71766251114255 73.66547983215469 73.61421404619243 73.6087405959786 73.60336241779984 73.6007093671484 73.59031767388299 73.55025835901174 73.52779626184146 73.48126179331264 73.37741819867729
